Year,Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)",Population ages 0-14 (% of total population),"Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)",Population ages 15-64 (% of total population),"Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)",Population ages 65 and above (% of total population),"Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)",Population growth (annual %),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Researchers in R&D (per million people),Sex ratio at birth (male births per female births),Technicians in R&D (per million people),POP,NMR,DEATHS,BIRTHS
1980,46.7004219402158,14.9538068854473,31.7466150547686,6.99893070589378,8.47095677656174,21.6404385384886,14792242.0,19.7400367762893,15290132.0,23.8629520976675,30082374.0,6.65514219851237,8.03398082704087,6.08596387188318,7.3580144940649,7.58551085688947,9.21251292880017,68.1661298901715,49793602.0,66.4488546031854,44964135.0,70.1744776438343,94757737.0,8.47403838869693,10.4270685115233,8.06028769102056,9.66285665435149,6.69675187323706,7.88523980039003,4.4030835450458,4.94082589726273,7.85457999996833,8.52942883175868,6.06863651463201,6.38307225606978,7.58064902639547,7.16468466124041,5.67120149483811,3.58082141068623,4.05411521246166,2.38796669175145,10.1934315713399,10349386.0,13.8111086205253,3820503.0,5.96257025849817,14169889.0,5.10500118194742,2.67641737576763,3.99034586848796,1.7789765414753,2.70145830226623,0.917253199612264,2.01430326782365,0.589923141642971,0.709655479527404,74935230.0,53.9063596008084,64074770.0,46.0936403991916,139010000.0,,1.047,,139038849,,,
1981,46.7842916422111,14.8796177602436,31.9046738819675,7.01903938196915,8.48910707187435,21.7357547618285,14942057.0,19.8298426031654,15475175.0,23.9592241786013,30417233.0,6.74894094869064,8.12457820524366,6.06186227250558,7.34553890148328,7.15318507951075,8.57772376588101,68.1271811351217,50031480.0,66.3975769682033,45306378.0,70.1449666614827,95337859.0,8.4541851084768,10.4155559250505,8.15645602573554,9.745292566916,7.18839393277674,8.44145339732722,3.98961900981201,4.51876011757005,7.82831659448134,8.46193841409809,6.00291808945038,6.29756409887222,7.4319539559453,7.24137744261029,6.18770962311102,4.0955303969086,4.00483954890341,2.3497705362488,10.1370641030497,10377827.0,13.7725804286313,3808082.0,5.89580915991597,14185909.0,4.84320506608803,2.5095669158835,4.07381362898803,1.83365332485617,2.76023180432116,0.963469919465477,2.09532992923411,0.589118999710825,0.667503222289735,75351364.0,53.8450944325758,64589635.0,46.1549048480147,139941000.0,,1.049,,139899972,,,
1982,46.8211643089419,14.6455474589355,32.1756168500064,7.07467194096278,8.54598055804612,21.9148354026031,15148223.0,20.0013055131352,15712906.0,24.1414520677492,30861129.0,6.7957815478848,8.15757745903344,6.1308520242876,7.43789405066966,6.72418441011897,8.0163052285918,68.1100716027736,50295717.0,66.4091117982801,45618929.0,70.0893380193968,95914646.0,8.39579831652892,10.2827542504472,8.22106510925336,9.7902724756448,7.42339910986448,8.69207980500215,4.16821332656348,4.77354106171992,7.2976821437959,7.84476512921188,6.21847789573407,6.51607391084368,7.14225574600785,7.02897381078983,6.62893805946462,4.72741288515434,4.18909768094851,2.41715946199126,9.97509299462332,10292229.0,13.5895826885847,3754996.0,5.76920991285394,14047225.0,4.42357549839699,2.27807640730854,4.17484792330906,1.88327751141431,2.81248201121831,1.012699555554,2.17867725566035,0.595156438577089,0.628287744424107,75736169.0,53.7811075674623,65086831.0,46.2188924325377,140823000.0,,1.05,,140821820,,,
1983,47.1826345352892,14.5260942641046,32.6565402711845,7.20212768924272,8.68287494121844,22.187767268978,15420795.0,20.2647816581365,16012171.0,24.4194165832269,31432966.0,6.82694937521079,8.17222428561213,6.23570459368297,7.56431735639637,6.34016887032228,7.56357266471361,67.9427981671506,50420474.0,66.2585732786495,45832729.0,69.8973626195698,96253203.0,8.2280186441447,9.9731065834334,8.31843112280217,9.88827001848584,7.61195538576941,8.88774951657929,4.79236494172162,5.49913239967761,6.24994473585072,6.69191910283105,6.64173500707917,6.95808770906548,6.70185579293253,6.58816000658703,6.93260385493364,5.3470887524928,4.44149492309325,2.5002758657037,9.86943456387145,10255259.0,13.4766450632141,3726571.0,5.68322079720326,13981831.0,4.09039426544426,2.10932116851221,4.25390940078965,1.91882888267442,2.8620610666834,1.04505781951882,2.27028033029675,0.610012926497811,0.598250932058307,76096529.0,53.7146910495478,65571471.0,46.2853089504522,141668000.0,,1.049,,141861725,,,
1984,47.6363354779947,14.4582789507518,33.178056527243,7.35145402200513,8.83323513020853,22.4728258551331,15742168.0,20.5574897305721,16336667.0,24.6894240973972,32078835.0,6.84748665926339,8.17888988329425,6.3585490493036,7.67729908389446,6.07232425290203,7.27571659330763,67.7340029367222,50567663.0,66.0356430117565,46119239.0,69.6994969177193,96686902.0,7.93605892162309,9.51655631706582,8.35966463124231,9.94976703015886,7.74984986833087,9.03095523146202,5.63925638739697,6.44014572122359,5.12414594847005,5.49840828837921,7.16761034346785,7.4625386943244,6.14663748315771,6.03291810300298,7.09378910590628,5.83500643533908,4.74630606925932,2.65748450345568,9.79317120814478,10266485.0,13.4068672576714,3712777.0,5.61107898488351,13979262.0,3.83987423169084,1.98126191636195,4.30936860567556,1.93828034330221,2.90727744754821,1.06583065666153,2.3503469727568,0.625706068557818,0.757352967626051,76576316.0,53.6455331355236,66168683.0,46.3544661597178,142745000.0,,1.051,,142922263,,,
1985,47.7801684269455,14.247801634139,33.5323667928065,7.45604113596788,8.92298106783561,22.6907082346393,16034480.0,20.8056487784771,16607919.0,24.8658456348096,32642399.0,6.85662449570893,8.17377575039062,6.49298314680033,7.76908881658336,5.9495135400926,7.16535639642688,67.6680784646121,50827186.0,65.9511603781042,46518758.0,69.6492004556368,97345944.0,7.54108770704984,8.97586180448569,8.35090563615581,9.94785490293382,7.86711317003672,9.15248916250504,6.45816729044776,7.34056236703179,4.24416359733482,4.5791299374117,7.46936854519542,7.72953264487889,5.76418580737576,5.65451276674575,7.1245841250694,6.15020467036703,5.18207095934604,2.95369580285022,9.64121330074865,10206251.0,13.2431908434187,3663405.0,5.48495390955359,13869657.0,3.59166265494558,1.85364820898139,4.26758339212394,1.89833750352775,2.97002604595735,1.09255026513133,2.4139187503918,0.640417931913116,0.776688028447148,77067918.0,53.572215455237,66790082.0,46.427784544763,143858000.0,,1.051,,143937997,,,
1986,47.8599568829043,14.0619182524674,33.7980386304368,7.5560544367756,9.00668073220393,22.8581417212258,16281464.0,21.0090874628877,16838612.0,24.9843065641575,33120076.0,6.87364455605636,8.164398434113,6.57938847005578,7.81322739784058,5.93710374076634,7.17479783153282,67.6315631922201,51060860.0,65.8873229312528,46933217.0,69.6372059708307,97994077.0,7.1022621297201,8.41778958933733,8.35534825799291,9.92939729923059,7.9591704713567,9.24267030728508,6.94780353020859,7.87842493006533,3.8271267933239,4.17064288432306,7.44543120883242,7.67271331341847,5.67124054108028,5.56505055271341,6.97949713011844,6.21496923638831,5.66233912785308,3.37075002653631,9.51029508655408,10154921.0,13.1035896058595,3624926.0,5.37848746501177,13779847.0,3.53782761853865,1.82270862105876,4.04469937196623,1.7720127787402,3.03376854555191,1.12197992028242,2.48729406980271,0.661786144930395,0.717573866435774,77497245.0,53.4854756119625,67396755.0,46.5145243880375,144894000.0,,1.05,,144966550,,,
1987,48.0363106362011,13.9958039739432,34.040506662258,7.64538404018356,9.07795352183354,22.9947005381389,16497856.0,21.1803218680414,17053252.0,25.0725505124313,33551108.0,6.92271025682207,8.18825537535314,6.61222757103575,7.80634161524468,6.01671911257418,7.2858560497653,67.5509947582209,51217269.0,65.753892985031,47345037.0,69.6090590062,98562305.0,6.68268848566985,7.88893507924463,8.28417621201004,9.79466185983838,8.00705706160371,9.29056005512313,7.19991513159148,8.15252495890202,3.97232389582863,4.37714283495647,6.94988423537085,7.12929502860851,5.84731101300377,5.75160203558706,6.70919213837206,6.04355126326022,6.08462569900645,3.89492984091432,9.45430470364019,10177250.0,13.0657851469276,3617337.0,5.31839048136864,13794587.0,3.67783170420305,1.87016761267827,3.69843262219109,1.60811380286006,3.11507253061014,1.1513887913006,2.57444828992335,0.688720274529709,0.697384550046896,77892375.0,53.3845813538659,68015625.0,46.6154186461342,145908000.0,,1.055,,145958907,,,
1988,48.3701530054258,14.0908990337962,34.2792539716297,7.62052804998922,9.01833874079289,23.1038745240289,16683500.0,21.3206283603319,17246157.0,25.1377916043028,33929657.0,7.05576045310724,8.31206967275498,6.64433985723547,7.80738319075497,6.14038428842511,7.42912482168113,67.3990001425432,51273861.0,65.5252764258957,47706288.0,69.5361132055557,98980150.0,6.31591697701568,7.44227316420004,8.09921430772598,9.518024716604,8.08942141657819,9.36709682711854,7.40322709495457,8.37085466769375,4.55882500016386,5.03401096878534,5.96776800418553,6.1072366626971,6.25108592335229,6.16524560362847,6.31103302482598,5.68395181549358,6.38840038866854,4.41829395765373,9.49712533342792,10293146.0,13.1540952137723,3654047.0,5.32609519014149,13947193.0,3.90466948178705,1.947257615863,3.40900952008049,1.48538929258556,3.18351546776105,1.17854250714521,2.65690074414376,0.714905774547717,0.648303809439665,78250507.0,53.2834707426266,68606492.0,46.7165285746136,146857000.0,,1.054,,146865701,,,
1989,48.7783618666518,14.4029814127814,34.3753804538704,7.44949115597435,8.80062655297759,23.1050940512975,16776913.0,21.3487108017831,17354163.0,25.1015342543108,34131076.0,7.21267016055075,8.4673698602147,6.68654948525803,7.83353784111851,6.26947952772514,7.49646724674225,67.2140752081891,51273624.0,65.2459575771881,48015680.0,69.451188983828,99289304.0,6.04432875476602,7.16404004132645,7.79396205972722,9.13853606069353,8.1460513000143,9.40411775210959,7.54229541864,8.522227686881,5.40054263887211,5.94439780995038,4.90943645832101,5.03657901436166,6.77440371095596,6.66268962287401,5.80293152671273,5.23467349920615,6.56252618145358,4.84746024968294,9.68083074051339,10534598.0,13.4053316210288,3766022.0,5.44727676186122,14300620.0,4.20719142646453,2.09285095743795,3.20440579316094,1.40707664368827,3.24748068315052,1.2047179848156,2.7462537182528,0.742631175919402,0.586603532881112,78585136.0,53.1983512751885,69135864.0,46.8016487248115,147721000.0,,1.057,,147351694,3.55,1583743.0,2160559.0
1990,49.1157717744591,14.8481498641179,34.2676219103412,7.18631029839518,8.49273796291115,22.980548178672,16703604.0,21.2418698542127,17300577.0,24.9524697743583,34004181.0,7.32987728920343,8.59266279038296,6.72568226661412,7.86706902106415,6.39058476582744,7.51155428131217,67.0619872429443,51118180.0,65.0066724348841,48113045.0,69.3930220289263,99231225.0,5.89896997784763,7.04872334241461,7.3860914414376,8.65674754008705,8.17202606172772,9.40420180301885,7.66701472230403,8.65751032502959,6.23573616742335,6.84697249286468,4.08217790725842,4.21145462756895,7.10166296057773,6.95975291420257,5.45316435235,4.94806984624173,6.61924407813021,5.14803485618613,9.95746457838363,10813498.0,13.7514577109031,3920504.0,5.6545081967154,14734001.0,4.62514889710065,2.34033739578559,3.02205960173668,1.34148349097628,3.24571411905428,1.19749737902624,2.85853509301154,0.7751899309273,0.168018341182166,78635282.0,53.1429322480707,69334125.0,46.8570677519294,147969407.0,,1.056,,148359316,3.92,1655972.0,1988858.0
1991,49.4870892014759,15.4090316568173,34.0780575446586,6.82682496185536,8.07567956692122,22.7966558697428,16610682.0,21.0742841204172,17218236.0,24.7478981793172,33828919.0,7.46594049266275,8.75191977452309,6.78151866589908,7.92029883787283,6.4875610185289,7.5518360312782,66.8954093260123,51061192.0,64.7822906293816,48207726.0,69.2893214461066,99268918.0,5.85926636862416,7.02511834724442,6.96221945074933,8.12321040981635,8.21252420613303,9.42330173029623,7.7839101598408,8.77808307333341,6.75536466333766,7.4140888239864,3.69544591702482,3.85940372936162,7.1290024204849,6.96074058406431,5.38201003725002,4.90857923740489,6.51498638740791,5.24495947932069,10.3079348042449,11147802.0,14.1434252502012,4148577.0,5.96278037457632,15296379.0,5.0907923269663,2.68935738696939,2.98962962664232,1.3339008166087,3.09056596669295,1.12885931465303,2.97243732989967,0.810662856345193,0.286681129515534,78819676.0,53.1150594304409,69574539.0,46.8849398959561,148394216.0,,1.058,,149072001,2.73,1690570.0,1794626.0
1992,49.8794366034829,16.1130139783594,33.7664226251235,6.34147860540181,7.50939759434145,22.5290561190237,16426775.0,20.825079297525,17037478.0,24.458604668488,33464254.0,7.60319791921157,8.91596310611829,6.88040277291161,8.0332439680283,6.55257444155284,7.60672389435616,66.7202933902425,50943554.0,64.5837981571714,48161566.0,69.1396169549163,99105121.0,5.93996450474706,7.12130966303348,6.57341661330511,7.6225770634709,8.17864621693533,9.35808042137629,7.86674737727301,8.86243984215537,7.04963130621066,7.73005515546508,3.85462614957425,4.07454834848819,6.70169897126264,6.5106823505365,5.57282650293649,5.11095447677251,6.29366607337403,5.14224573926187,10.7506504907338,11509444.0,14.5911225453036,4459378.0,6.40177837659562,15968822.0,5.50615016580264,3.13223322347375,3.12246335806992,1.37987377596924,2.84440819921996,1.03664054929819,3.11810082221108,0.853030827854441,0.0969789790408762,78879774.0,53.1040335147141,69658422.0,46.8959658129067,148538197.0,,1.058,,149410517,2.58,1807211.0,1587644.0
1993,50.1913032731685,16.8443302664588,33.3469730067097,5.83442408387309,6.92362406107271,22.2029987520926,16172588.0,20.5123887141219,16789712.0,24.1176921950147,32962300.0,7.60988026662105,8.93076105964267,7.06808436362772,8.26330707429928,6.6242955621025,7.69551384108883,66.5817509615858,50808954.0,64.4431797664276,48037498.0,69.0037809700591,98846453.0,6.09319950537397,7.27502723288827,6.24356958809291,7.21577173348832,8.03549096388751,9.17871452460452,7.98487377365058,8.97191894730507,7.28679068822515,7.97330129634027,4.45183790346244,4.71533374077785,5.7892554561739,5.60103323670938,5.99636912142735,5.51509249657707,5.93749720403128,4.86207392027949,11.2152502863216,11861485.0,15.0444315194506,4788538.0,6.87852683492629,16650023.0,5.80849646325567,3.5721729454812,3.33878832429386,1.44961354416325,2.64132173515187,0.967256907421643,3.25582499674917,0.889483437860194,-0.0534820276606834,78843028.0,53.1076909603514,69615748.0,46.8923083680446,148458777.0,,1.058,,149454974,4.5,2128896.0,1378983.0
1994,50.3188646174679,17.440048405766,32.8788162117019,5.41774382020699,6.44275639409748,21.8727145138599,15920797.0,20.1903628558426,16540042.0,23.7799857377298,32460839.0,7.48236117080661,8.80019143286325,7.29025786482898,8.5370379107691,6.71457328482515,7.81608375253715,66.52524966671,50776575.0,64.3936010213001,47952159.0,68.9418859873131,98728734.0,6.26109579640889,7.40441808089759,6.02073398005626,6.98365301150568,7.78521188725292,8.89721894047025,8.07865218469171,9.04696761602187,7.45298736005519,8.13601066374293,5.3016585909342,5.58832480890225,4.78207422099839,4.62355639531322,6.52909135275377,5.96663796922775,5.46752236332364,4.4790147486944,11.60203581943,12156076.0,15.4160361228573,5062263.0,7.27812827495705,17218339.0,5.9740669515493,3.90565233456325,3.61379438059323,1.55775682512536,2.48567021379754,0.913345418744263,3.34250457691722,0.901373696524175,-0.0342679070319955,78853448.0,53.1329135852607,69554464.0,46.8670864147393,148407912.0,,1.058,,149588063,8.26,2300590.0,1408159.0
1995,50.1684620596371,17.8658603530887,32.3026017065484,5.08285280350355,6.05336954301437,21.5109095352245,15649644.0,19.8341160368873,16267338.0,23.4152925492523,31916981.0,7.28208358615216,8.59770962855727,7.46917964723162,8.76421337768066,6.80495188954813,7.93836746205894,66.5918784289323,50871367.0,64.4735821442779,47934857.0,68.9976889638458,98806224.0,6.42760150987747,7.51149539270309,5.93669943077187,6.95037745625179,7.42590455723015,8.48788503974014,8.14953667033176,9.1064771542694,7.59581184927079,8.2685909604596,6.14268427685739,6.44295844169674,3.98480704717505,3.85841676581207,6.86373408722396,6.21601896547241,5.1418508259913,4.2171013253816,11.8972120358433,12381642.0,15.6923018188348,5270940.0,7.58701848690191,17652582.0,6.0269692659645,4.1181640233368,3.96968601907628,1.72521875514205,2.33729790221574,0.860926613915009,3.35834863157829,0.882709094508039,-0.0216487632128753,78902653.0,53.177580436541,69473134.0,46.822419563459,148375787.0,,1.056,,149724243,5.12,2202514.0,1363806.0
1996,49.690228082709,18.1306483170477,31.5595797656612,4.81722984745133,5.74699613243078,21.0832596977749,15309885.0,19.4160029123768,15927100.0,22.9800954309117,31236985.0,6.951922458981,8.23858278818562,7.64685060594449,8.99451651029532,6.90327489016793,8.06429001910675,66.8046281414923,51023775.0,64.7083738058982,47954048.0,69.1895337926927,98977823.0,6.56413116901077,7.62237502152539,5.95979966761688,7.01065800592972,7.03402446087248,8.02416673025199,8.23240680894841,9.18905299102119,7.73174760735999,8.39456211867463,6.6749519494583,6.98017887177768,3.61844821372911,3.53455493779928,6.90752823298102,6.19708721002514,5.08206080575336,4.17260788658088,12.1121121607328,12518229.0,15.8756232817249,5427092.0,7.83037077639563,17945321.0,5.93859886737239,4.17302610039228,4.36243082059285,1.9699045842305,2.30613572745852,0.847477841193573,3.26845786630117,0.839962250579266,-0.145451546598357,78851889.0,53.2207209344997,69308240.0,46.7792790655003,148160129.0,3787.80615234375,1.06,654.78615,149563044,3.51,2080149.0,1304638.0
1997,48.8588207630552,18.2735699728092,30.585250790246,4.61982329145316,5.52014351705187,20.5464818527882,14889249.0,18.9044070349983,15502154.0,22.4166532707809,30391403.0,6.47707765860912,7.69672453802592,7.80750608493603,9.19978521570306,7.04057313547974,8.24180992095749,67.1777459171075,51270783.0,65.0968861354986,48095422.0,69.5476528459848,99366205.0,6.65659094382931,7.71450780686586,6.08283634989438,7.15433845289306,6.66855811534021,7.58649140392568,8.23392114758713,9.17406164503637,7.84077791921151,8.50304107993657,6.987101066064,7.28930117413743,3.79051239672086,3.74439086965628,6.50912764048413,5.78762990470055,5.28688742088736,4.35208058787554,12.2757722301042,12600698.0,15.9987068295031,5557054.0,8.03569388323432,18157753.0,5.74709606465715,4.08195707157938,4.7148377077564,2.28604426965499,2.40721298888639,0.871261618031824,3.1295600682031,0.796430923968118,-0.165341653753189,78760731.0,53.2471616257978,69154630.0,46.7528383742022,147915361.0,3595.88061523438,1.06,602.47065,149339752,3.73,2012441.0,1259943.0
1998,47.5052550778042,18.2183835122064,29.2868715655978,4.47986823799147,5.35736913428527,19.8547987145778,14359925.0,18.2587466461262,14959812.0,21.6733618261076,29319737.0,5.95687218952938,7.09430109236644,7.82200621860531,9.22169159945592,7.26778834160269,8.5333252029303,67.7941946471179,51684365.0,65.7170398533412,48427853.0,70.1609326499477,100112219.0,6.75015251527505,7.82036694499461,6.25056930983246,7.32926568342539,6.35469420274118,7.21901339080421,8.12775961100531,9.04463222555795,7.98361392159939,8.64070968856681,7.24101266073864,7.53707919052392,4.38773922138505,4.34640016735418,5.63490602287208,4.98089105378013,5.71880404628937,4.70924910201024,12.3510066383042,12602535.0,16.0242135005326,5636293.0,8.16570552394461,18238828.0,5.42810128590912,3.86374731014518,4.98541473347145,2.607469654216,2.57090084841469,0.915405583134142,3.03979663273737,0.779082976449278,-0.165486143348056,78646825.0,53.2582156943698,69023959.0,46.7417843056302,147670784.0,3332.10986328125,1.062,566.63041,149120996,3.07,1983503.0,1283292.0
1999,45.7830912845761,17.9587474270802,27.8243438574959,4.35268128392413,5.21077137961619,19.0861252791338,13755287.0,17.540450947591,14342310.0,20.8480759880621,28097597.0,5.48980975082911,6.54887735058235,7.69795991283778,9.08842725786361,7.52836732435943,8.85520704377769,68.5950607415293,52176355.0,66.5341864059471,48805710.0,70.9443001139442,100982065.0,6.85866676322846,7.95248686603099,6.42107634843516,7.48248731511516,6.15153045859891,7.00361138033891,7.90555650516901,8.80615200575339,8.10206246464339,8.74464112743016,7.42046984517829,7.70757913481756,5.23433276420445,5.16558773178742,4.66270553099461,4.11718679966762,6.2494184011354,5.10936070922532,12.3188139793369,12488728.0,15.9253626464619,5646386.0,8.20762389799364,18135114.0,5.00931695341125,3.57763657285688,5.14369396356456,2.85925295516844,2.78939067856676,0.995340882478856,2.98296105091929,0.775393487489462,-0.309278191504336,78420370.0,53.2693607230279,68794406.0,46.7306392769721,147214776.0,3368.71264648438,1.064,547.91886,148665109,1.69,2136200.0,1214689.0
2000,44.2364713212167,17.8117291491715,26.4247421720452,4.21979019248019,5.06099914978906,18.320430382984,13139717.0,16.8173202436041,13717460.0,20.0357796373635,26857177.0,5.09335614461123,6.08315733125103,7.50417390651264,8.89162315632339,7.7328499484905,9.10591836516866,69.3305922041972,52568305.0,67.2813586531908,49068173.0,71.6691774825976,101636477.0,6.97038330840644,8.09210073141937,6.58665491433881,7.62079708573097,6.09386326018159,6.97743610630104,7.56015223867777,8.42013213993899,8.20682776703645,8.85301823132911,7.57335559161262,7.84535029338022,6.07745793284749,5.97575601086651,3.89076432393856,3.44178388101083,6.58904936766052,5.33688463745185,12.3489774128187,12424028.0,15.9013211032051,5679186.0,8.29504288003895,18103214.0,4.72871438006319,3.38778758339746,5.2074989933777,3.03263335529678,3.07855527988393,1.11683506310266,2.88655244988031,0.75778687824206,-0.420614990249978,78132050.0,53.2972159818296,68464819.0,46.7027840181704,146596869.0,3441.99560546875,1.064,570.26779,148020170,2.2,2212935.0,1266800.0
2001,42.8719740150351,17.8513584762618,25.0206155387733,4.11599420396256,4.9455509894152,17.5126129829303,12500464.0,16.0532885987388,13063832.0,19.1810750031204,25564296.0,4.7548691063468,5.68825654648885,7.18242528842939,8.54726746721633,7.92593601764617,9.35512807291843,69.9927334007244,52892603.0,67.9254956710954,49280327.0,72.3562296020853,102172930.0,7.09963116329335,8.25573436831386,6.72567630932672,7.75313933467498,6.14248120923649,7.05964394384376,7.1789704588677,7.98469921523449,8.32344011801287,8.9859430010687,7.72475340833518,7.98425438833825,6.61591592547272,6.48948285582913,3.5433687030323,3.16616059485037,6.64532235787182,5.32204382701331,12.4946536163453,12475490.0,16.0212157301659,5763766.0,8.46269539479435,18239256.0,4.69040737087566,3.36225157627012,5.14864404189163,3.08239390094398,3.3852958287548,1.27992820274046,2.79686848864379,0.738121714839783,-0.424090524785415,77868557.0,53.343221035271,68107925.0,46.656778964729,145976482.0,3450.99829101563,1.063,575.42059,147300367,0.75,2241635.0,1311604.0
2002,41.7137073208339,18.0988663946724,23.6148409261615,4.07095683443974,4.89786097982409,16.6637662297954,11836272.0,15.2546044478104,12377263.0,18.2784584530334,24213535.0,4.47108198022953,5.35976133255709,6.71256563314113,8.02083614065218,8.09776238550936,9.58393285135773,70.5648043677739,53104535.0,68.4412043040263,49430710.0,72.9981378231923,102535245.0,7.2697783812539,8.48787524562819,6.82750084776201,7.86101084967982,6.28580076487215,7.23357458054336,6.82327795556244,7.58981915092617,8.35194435115621,9.00980017461146,7.85454347506108,8.11670817500608,6.93656028669978,6.78708385198952,3.72472469424775,3.36960800134308,6.26931116190158,4.95872494210687,12.7714294024307,12650661.0,16.3041912481633,5907055.0,8.72340372377437,18557717.0,4.90619680424433,3.51405683088558,4.99045463003985,3.0082084658176,3.65238370816679,1.47631200661245,2.75515610571236,0.724826420458752,-0.460024258081391,77591468.0,53.3984850457177,67715029.0,46.6015149542823,145306497.0,3371.53125,1.062,574.40759,146495996,0.81,2305052.0,1396967.0
2003,41.116862297416,18.5391905270179,22.577671770398,4.13308787102914,4.98999007224692,15.9992727672749,11307659.0,14.6207980695683,11835068.0,17.5831692749545,23142727.0,4.30776188879917,5.17888210406065,6.17994830973996,7.41429709864695,8.08647649381186,9.58320880182441,70.8632535654609,53109827.0,68.6709847992359,49392889.0,73.3822166254982,102502717.0,7.49649611304971,8.79352910446383,6.9271695650313,7.97101437994495,6.45237915727175,7.41946554082399,6.50278952872809,7.24495129673597,8.25253619943387,8.90513246546056,8.01005802234722,8.26856453168121,7.19941782940418,7.02286470040653,4.31632910352456,3.92187500822395,5.42733278663333,4.25161079593276,13.1374736672642,12922059.0,16.7082171311959,6081115.0,9.03461409954732,19003174.0,5.33069919814251,3.80010007592614,4.70804417397592,2.83190600338355,3.86798744700137,1.67191246497411,2.80148631207606,0.730695555263527,-0.453780668020263,77339545.0,53.467185318843,67309072.0,46.5328139912484,144648618.0,3355.68212890625,1.062,556.76308,145703488,0.37,2326863.0,1477301.0
2004,40.9837021389359,19.0328588372402,21.9508433016957,4.28323784321786,5.19570317102161,15.5697736786839,10956339.0,14.2020431131563,11474616.0,17.1464847041419,22430955.0,4.22525366630109,5.09979180989678,5.69355160363736,6.85098972322349,7.9232415578585,9.39761774447797,70.9301847065003,52981582.0,68.6768380558142,49205632.0,73.5278282759742,102187213.0,7.69238635732311,9.04495474549655,7.0252626935221,8.09353417613539,6.59997036334105,7.57013665085357,6.28252473415542,7.0187527682871,8.00155509341249,8.65830799309811,8.12733398472577,8.37751681105257,7.38427066765142,7.18210295865577,5.15602768200298,4.68059000120798,4.48426492182136,3.50431442670918,13.5000416148158,13208295.0,17.1211188310295,6240852.0,9.32568701988394,19449148.0,5.83768830230955,4.12272031091313,4.33989471592757,2.61032435003974,4.00663657278204,1.82437315540735,2.93689924001032,0.768269203523722,-0.402681471328549,77146216.0,53.5487287621907,66921101.0,46.4512719305526,144067316.0,3302.67407226563,1.06,552.19076,144966251,0.41,2241130.0,1502477.0
2005,40.8533323016566,19.4315333547854,21.4217989468712,4.42255651069893,5.38341041168147,15.2085851681157,10665418.0,13.8553694302247,11161763.0,16.7740049033768,21827181.0,4.15179297063707,5.03632386525043,5.28101994888874,6.35427062644494,7.72059123118778,9.18396617371921,70.99583508836,52872676.0,68.6865191416262,49019704.0,73.6672855132602,101892381.0,7.79491608775555,9.17260390428306,7.11655153358499,8.2272684867296,6.74224792556343,7.69781492857167,6.20727880661754,6.96985500151337,7.61553030746264,8.24915234815236,8.21623008652172,8.485989409114,7.53841656704878,7.30894723785338,5.99747980067247,5.43553016374687,3.73727679521124,2.93615785957672,13.7955797435244,13438693.0,17.4581114281491,6360559.0,9.55870958336296,19799252.0,6.16264045817718,4.31424643053305,4.10907287122055,2.47706847899026,4.07369579535697,1.93702808447631,3.1127023033944,0.830366589363338,-0.381452794741516,76976788.0,53.6353287334415,66542026.0,46.3646712665585,143518814.0,3224.37182617188,1.059,516.82262,144285722,1.14,2303935.0,1457376.0
